cl hl sl el mrsc
hara_3 hara_3 hq_5 kidnap_2 _kidnap_v_1
hAra_3 hAra_3 ji_6 lose_7 _lose_v_1
hAra_4 hAra_4 hAra_2 necklace_1 _necklace_n_1
hara_4 hara_4 - abduct_2 _abduct_v_1
harA_4 harA_4 - gay_9 _gay_a_1
harA_5 harA_5 - delighted_17 _delighted_a_1
harA_6 harA_6 - defeat_7 _defeat_n_1
harA_7 harA_7 - vanquish_1 _vanquish/NN_u_unknown
harA_8 harA_8 - defeat_9 _defeat_n_1
harabA_1 harabA_1 - arms_4 _arm_n_1
harabA_2 harabA_2 - tools_1 _tool_n_1
harA+BarA_1 harA+BarA_1 - verdant_7 _verdant_a_1
harABarA_3 harABarA_3 - flourishing_7 _flourish_v_1
harABarA_4 harABarA_4 - gay_11 _gay_n_1
haradZa_1 haradZa_1 - myrobalan_1 _myrobalan/NN_u_unknown
haragijZa_1 haragijZa_1 - ever_8 _ever_a_1
hArA+huA_1 hArA+huA_1 - lost_4 _lost_a_1
hAra+jA_1 hAra+jA_1 ji_7 lose_10 _lose_v_1
harajAnA_1 harajAnA_1 - damages_2 _damages_n_1
harajAnA+xe_1 harajAnA+xe_1 pariwuR_1 compensate_1 _compensate_v_1
harakawa_1 harakawa_1 - movement_12 _movement_n_of
harakawa_2 harakawa_2 - activity_8 _activity_n_1
harakawa_3 harakawa_3 - mischief_6 _mischief_n_1
harama_1 harama_1 - harem_2 _harem_n_1
haramajZaxagI_1 haramajZaxagI_1 - bastardy_1 _bastardy/NN_u_unknown
haramajZaxagI_2 haramajZaxagI_2 - rascality_3 _rascality/NN_u_unknown
haramajZaxagI_3 haramajZaxagI_3 - scoundrelism_5 _scoundrelism/NN_u_unknown
harAmI_1 harAmI_1 - and_43 _and_c_mod
hAramoniyama_1 hAramoniyama_1 - harmonium_1 _harmonium/NN_u_unknown
haraNa_1 haraNa_1 - kidnapping_2 _kidnap_v_1
haraNa_2 haraNa_2 - abduction_3 _abduction/NN_u_unknown
haraNa_3 haraNa_3 - seizing_4 _seize_v_1
haraNa_4 haraNa_4 - rids_1 _rids/NN_u_unknown
harArawa_1 harArawa_1 - temperature_3 _temperature_n_of
harArawa_2 harArawa_2 - feverishness_1 _feverishness/NN_u_unknown
harAvala_1 harAvala_1 - vanguard_1 _vanguard/NN_u_unknown
harA+xe_1 harA+xe_1 PalakE_2 floor_7 _floor_v_1
hareka_1 hareka_1 - everyone_1 every_q
hareka_2 hareka_2 - everybody_1 every_q
harijana_1 harijana_1 - untouchable_3 _untouchable/NN_u_unknown
hariNa_1 hariNa_1 hariNa_1 deer_3 _deer_n_1
hariwa_2 hariwa_2 hariwa_1 verdant_5 _verdant_a_1
hariwa_3 hariwa_3 - delighted_18 _delighted_a_1
hariwa_4 hariwa_4 - gay_10 _gay_a_1
harIwimA_1 harIwimA_1 - greenery_2 _greenery_n_1
harIwimA_2 harIwimA_2 - verdure_4 _verdure/NN_u_unknown
harIwimA_3 harIwimA_3 - verdancy_1 _verdancy/NN_u_unknown
harixrA_1 harixrA_1 harixrA_1 turmeric_1 _turmeric/NN_u_unknown
harixrA_2 harixrA_2 - curcuma_1 _curcuma/NN_u_unknown
hariyala_1 hariyala_1 - greenish_1 _greenish_a_1
hariyAlI_1 hariyAlI_1 - greenery_1 _greenery_n_1
hariyAlI_2 hariyAlI_2 - verdure_3 _verdure/NN_u_unknown
hariyAlI_3 hariyAlI_3 - vegetation_2 _vegetation_n_1
harja_1 harja_1 - harm_9 _harm_n_to
harjZa_1 harjZa_1 - harm_7 _harm_n_to
harjZa_2 harjZa_2 - loss_11 _loss_n_of
harjZa_3 harjZa_3 - damage_8 _damage_n_to
harjZAnA_1 harjZAnA_1 - damages_1 _damages_n_1
harjZAnA_2 harjZAnA_2 - compensation_6 _compensation_n_1
harjZAnA_3 harjZAnA_3 - indemnity_3 _indemnity/NN_u_unknown
harmya_1 harmya_1 harmya_2 palace_7 _palace_n_1
hArna_1 hArna_1 - horn_3 _horn_n_1
harPZaba-harPZa_1 harPZaba-harPZa_1 - literal_3 _literal_n_1
harRa_1 harRa_1 harRa_3 joy_9 _joy_n_1
harra_1 harra_1 - myrobalan_2 _myrobalan/NN_u_unknown
harRa_2 harRa_2 - jubilation_1 _jubilation/NN_u_unknown
harRa_3 harRa_3 harRa_4 mirth_3 _mirth/NN_u_unknown
harRa_4 harRa_4 harRa_1 delight_12 _delight_n_1
harRa_5 harRa_5 harRa_5 happiness_8 _happiness_n_1
harRapraXAna+nAtaka_1 harRapraXAna+nAtaka_1 - comedy_4 _comedy_n_1
harRAwireka_1 harRAwireka_1 - ecstasy_1 _ecstasy/NN_u_unknown
harRAwireka_2 harRAwireka_2 - rapture_1 _rapture/NN_u_unknown
harRiwa_1 harRiwa_1 - joyous_2 _joyous_a_1
harRiwa_2 harRiwa_2 - delighted_19 _delighted_a_1
harRiwa_3 harRiwa_3 - cheerful_11 _cheerful_a_1
harRiwa+kara_1 harRiwa+kara_1 prowsah_2 cheer_3 _cheer_v_1
harRiwa+kara_2 harRiwa+kara_2 hqR_1 exhilarate_1 _exhilarate_v_1
harRonmAxa_1 harRonmAxa_1 - ecstasy_2 _ecstasy/NN_u_unknown
harRonmAxa_2 harRonmAxa_2 harRonmAxa_1 rapture_2 _rapture/NN_u_unknown
harwA_1 harwA_1 - kidnapper_2 _kidnapper_n_1
harwA_2 harwA_2 - abductor_2 _abductor/NN_u_unknown
harwA_3 harwA_3 - usurper_3 _usurper/NN_u_unknown
hArxika_1 hArxika_1 - hearty_5 _hearty_a_1
hasarawa_1 hasarawa_1 - wistfulness_1 _wistfulness/NN_u_unknown
hasarawa_2 hasarawa_2 - longing_16 _longing_n_1
hasarawa_3 hasarawa_3 - craving_17 _craving_n_for
hasarawa_4 hasarawa_4 - desire_20 _desire_n_for
hasaxa_1 hasaxa_1 - jealousy_7 _jealousy_n_1
hasaxa_2 hasaxa_2 - malice_6 _malice_n_1
hAsila_1 hAsila_1 - obtained_4 _obtain_v_1
hasIna_1 hasIna_1 - beautiful_30 _beautiful_a_1
hasIna_2 hasIna_2 - pretty_16 _pretty_a_1
hasIna_3 hasIna_3 - charming_25 _charming_a_1
haSISa_1 haSISa_1 - marijuana_1 _marijuana_n_1
hASiyA_1 hASiyA_1 - margin_4 _margin_n_1
hASiye+kA_1 hASiye+kA_1 - marginal_4 _marginal_a_1
haSra_1 haSra_1 - consequence_4 _consequence_n_of
haSra_2 haSra_2 - result_6 _result_n_of
hAstala_1 hAstala_1 - hostel_2 _hostel_n_1
haswa_1 haswa_1 haswa_1 hand_6 _hand_n_1
haswaka_1 haswaka_1 - handle_8 _handle_n_1
haswakalA_1 haswakalA_1 - handicraft_2 _handicraft_n_1
haswakqwi_1 haswakqwi_1 - handiwork_1 _handiwork_n_1
haswAkRara_1 haswAkRara_1 haswAkRara_2 signature_2 _signature_n_1
haswAkRara+kara_1 haswAkRara+kara_1 sAkRya_2 attest_1 _attest_v_1
haswakRepa_1 haswakRepa_1 - interference_8 _interference_n_1
haswakRepa+kara_1 haswakRepa+kara_1 vyavahq_1 tamper_2 _tamper_v_with
haswalipi_1 haswalipi_1 - handwriting_3 _handwriting_n_1
haswalipi_2 haswalipi_2 - script_3 _script_n_1
haswAMguli+ke+aXa_1 haswAMguli+ke+aXa_1 - quick_11 _quick_n_1
haswAMwaraNa_1 haswAMwaraNa_1 - transference_2 _transference/NN_u_unknown
haswAMwaraNa_2 haswAMwaraNa_2 - transfer_6 _transfer_n_of
haswAMwariwa+kara_1 haswAMwariwa+kara_1 gam_8 pass_10 _pass_v_1
haswanirmiwa_1 haswanirmiwa_1 - handmade_1 _handmade_a_1
haswAnwaraNa_1 haswAnwaraNa_1 - settlement_12 _settlement_n_of
haswaSilpa_1 haswaSilpa_1 - handicraft_3 _handicraft_n_1
haswe_1 haswe_1 - through_5 _through_p_dir
haswI_1 haswI_1 - existence_9 _existence_n_1
haswI_2 haswI_2 - being_8 _being_n_1
haswI_3 haswI_3 - worth_5 _worth_n_of
haswI_4 haswI_4 - personage_2 _personage/NN_u_unknown
hAsya_1 hAsya_1 - humour_6 _humor_n_1
hAsya+ciwra+banA_1 hAsya+ciwra+banA_1 Af-kq_1 caricature_3 _caricature_v_1
hAsya+kA+pAwra_1 hAsya+kA+pAwra_1 - butt_4 _butt_n_1
hAsya+kaWA_1 hAsya+kaWA_1 - gag_2 _gag_n_1
hAsyapraxa_1 hAsyapraxa_1 - comic_1 _comic_a_1
hAsyAspaxa_1 hAsyAspaxa_1 - ludicrous_2 _ludicrous_a_for
hAsyowpAxaka+ciwra_1 hAsyowpAxaka+ciwra_1 ciwriwapata_1 cartoon_3 _cartoon_n_1
hAta_1 hAta_1 - market_10 _market_n_1
haTa_1 haTa_1 haTa_1 obstinacy_4 _obstinacy/NN_u_unknown
hata_1 hata_1 apakram_5 recede_1 _recede_v_1
haTA_1 haTA_1 vivaswra_2 strip_3 _strip_v_1
haTa_2 haTa_2 - stubbornness_2 _stubbornness/NN_u_unknown
hata_2 hata_2 apakram_6 withdraw_2 _withdraw_v_1
hAta-bAjZAra_1 hAta-bAjZAra_1 - market_6 _market_n_1
hatA+le_1 hatA+le_1 apahq_1 abstract_9 _abstract_v_1
hatAva_1 hatAva_1 - shift_4 _shift_n_1
hatAva+yA+xUra+hone+kI+kriyA_1 hatAva+yA+xUra+hone+kI+kriyA_1 - remove_6 _remove_n_1
haTAw_1 haTAw_1 - forcibly_5 _forcible_a_1
haTAw_2 haTAw_2 - suddenly_8 _sudden_a_1
haTa+XarmI_1 haTa+XarmI_1 - assertive_1 _assertive_a_1
haTaXarmI_1 haTaXarmI_1 - intransigence_1 _intransigence/NN_u_unknown
hatA+xe_1 hatA+xe_1 apanI_3 remove_7 _remove_v_1
haTI_1 haTI_1 - obstinate_2 _obstinate_a_1
haTI_2 haTI_2 - stubborn_3 _stubborn_a_1
haTIlA_1 haTIlA_1 - refractory_1 _refractory/JJ_u_unknown
haTIlA_2 haTIlA_2 - obstinate_5 _obstinate_a_1
haTI+Ora+sAhasI+manuRya_1 haTI+Ora+sAhasI+manuRya_1 - bulldog_2 _bulldog_n_1
havA_1 havA_1 - air_12 _air_n_1
havA_2 havA_2 - wind_6 _wind_n_1
havA_3 havA_3 - breeze_5 _breeze_n_1
havAbAjZa_1 havAbAjZa_1 - aeronaut_1 _aeronaut/NN_u_unknown
hAvaBAva_1 hAvaBAva_1 - mien_4 _mien_n_1
havAI_1 havAI_1 - aerial_5 _aerial_a_1
havAI_2 havAI_2 - false_13 _false_a_1
havAI_3 havAI_3 - imaginary_11 _imaginary_a_1
havAI_4 havAI_4 - air_13 _air_n_1
havAI+cappala_1 havAI+cappala_1 - slipper_3 _slipper_n_1
havAI+dAka_1 havAI+dAka_1 - airmail_1 _airmail_n_1
havAI+hamalA_1 havAI+hamalA_1 - raid_4 _raid_n_1
havAI+jahAja_1 havAI+jahAja_1 - air_14 _air_n_1
havAI+jahAja_2 havAI+jahAja_2 - airplane_1 _airplane_n_1
havAI+jahAja+se+uwara_1 havAI+jahAja+se+uwara_1 - parachute_2 _parachute_v_1
havAI-jahAjZa_1 havAI-jahAjZa_1 - aeroplane_4 _aeroplane/NN_u_unknown
havAI+jahAjZa+kA+cAlaka_1 havAI+jahAjZa+kA+cAlaka_1 - flyer_1 _flyer_n_1
havAI+kalAbAjI_1 havAI+kalAbAjI_1 - aerobatics_1 _aerobatics_n_1
havAI+kalAbAjZIvAlA_1 havAI+kalAbAjZIvAlA_1 - aerobatic_1 _aerobatic_a_1
havAI+kaMpanI_1 havAI+kaMpanI_1 - airline_1 _airline_n_1
havAI+kRewra_1 havAI+kRewra_1 - airfield_2 _airfield_n_1
havAI+yAwrA_1 havAI+yAwrA_1 - flight_4 _flight_n_1
havAI+yAwrI_1 havAI+yAwrI_1 - flyer_2 _flyer_n_1
havA+kara_1 havA+kara_1 vIj_1 ventilate_1 _ventilate_v_cause
havAla_1 havAla_1 - conditions_1 _condition_n_1
havAlA_1 havAlA_1 - reference_5 _reference_n_1
havAla_2 havAla_2 - news_7 _news_n_of
havAlA_2 havAlA_2 - trust_14 _trust_n_1
havAlA_3 havAlA_3 - custody_3 _custody_n_1
havAlA_4 havAlA_4 - reference_6 _reference_n_1
havAlAwa_1 havAlAwa_1 - lock-up_1 _up_p
havalaxAra_1 havalaxAra_1 - havildar_1 _havildar/NN_u_unknown
havAlA+xe_1 havAlA+xe_1 apekR_2 refer_1 _refer_v_to
havAmAra_1 havAmAra_1 - anti-aircraft_1 _aircraft_n_1
havA+meM+hila_1 havA+meM+hila_1 vihAyasA_2 flutter_9 _flutter_v_1
havApAnI_1 havApAnI_1 - climate_4 _climate_n_1
havasa_1 havasa_1 - lust_5 _lust_n_1
havasa_2 havasa_2 - passion_14 _passion_n_for
havAxAra_1 havAxAra_1 - airy_2 _airy_a_1
havA+xe_1 havA+xe_1 SuR_1 air_15 _air_v_cause
havA+xenA_1 havA+xenA_1 - ventilation_2 _ventilation_n_of
havelI_1 havelI_1 - mansion_3 _mansion_n_1
hAwA_1 hAwA_1 - compound_4 _compound_n_1
hAWa_1 hAWa_1 - hand_11 _hand_n_1
hAWA_1 hAWA_1 - tussle_2 _tussle_n_1
hawa_2 hawa_2 - struck_2 _strike_v_1
hawaBAgya_1 hawaBAgya_1 hawaBAgya_1 unfortunate_14 _unfortunate_a_1
hawAhawa_1 hawAhawa_1 - casualties_1 _casualty_n_1
hawaka_1 hawaka_1 - insult_15 _insult_n_1
hAWa+kA_1 hAWa+kA_1 - manual_4 _manual_a_1
hawaka_2 hawaka_2 - defamation_2 _defamation/NN_u_unknown
haWakadI_1 haWakadI_1 - iron_6 _iron_n_1
haWakadZI_1 haWakadZI_1 - handcuffs_1 _handcuff_n_1
haWakadZI+dZAla_1 haWakadZI+dZAla_1 - shackle_2 _shackle_v_1
hAWa+kA+liKA+huA_1 hAWa+kA+liKA+huA_1 - handwritten_1 _handwritten_a_1
haWakaMde_1 haWakaMde_1 - tactics_3 _tactic_n_1
hAWa+kI+saPAI+kara_1 hAWa+kI+saPAI+kara_1 muh_5 juggle_1 _juggle_v_1
hAWa+meM+le_1 hAWa+meM+le_1 - tackle_2 _tackle_v_1
hAWa-pAI_1 hAWa-pAI_1 - scuffle_7 _scuffle_n_1
hAWA+pAI_1 hAWA+pAI_1 - scuffle_8 _scuffle_n_1
hawASa_1 hawASa_1 - despondent_2 _despondent/JJ_u_unknown
hawASa_2 hawASa_2 hawASa_1 hopeless_4 _hopeless_a_1
hawASa_3 hawASa_3 - frustrated_12 _frustrated_a_at-by-with
hawaWA_1 hawaWA_1 - scoop_3 _scoop_n_1
haWelI_1 haWelI_1 - palm_2 _palm_n_1
hAWI_1 hAWI_1 - elephant_9 _elephant_n_1
hAWI+xAzwa+kA_1 hAWI+xAzwa+kA_1 - ivory_2 _ivory_a_1
haWiyA_2 haWiyA_2 - grab_4 _grab_n_1
haWiyAra_1 haWiyAra_1 - weapon_3 _weapon_n_1
haWiyAra_2 haWiyAra_2 - arms_3 _arm_n_1
haWiyAra_3 haWiyAra_3 - weapon_5 _weapon_n_1
haWiyArabaMxa_1 haWiyArabaMxa_1 - armed_2 _armed_a_1
haWiyAra+CIna+le_1 haWiyAra+CIna+le_1 Saswra_1 disarm_1 _disarm_v_cause
haWiyAralesa+karanA_1 haWiyAralesa+karanA_1 - armament_7 _armament_n_1
hAWI+yA+sUara+kA+xAzwa_1 hAWI+yA+sUara+kA+xAzwa_1 - tusk_1 _tusk_n_1
haWOdZA_1 haWOdZA_1 - hammer_3 _hammer_n_1
haWOdZA_2 haWOdZA_2 - malleus_1 _malleus/NN_u_unknown
haWOdZA_3 haWOdZA_3 - hammer_5 _hammer_n_1
haWOdZe+se+Toka_1 haWOdZe+se+Toka_1 wad_7 hammer_6 _hammer_v_1
hawowsAha_1 hawowsAha_1 - demoralised_6 _demoralised/VBN_u_unknown
hawowsAha_2 hawowsAha_2 - disheartened_3 _disheartened/VBN_u_unknown
hawowsAhiwa+ho_1 hawowsAhiwa+ho_1 sahasA_1 dash_5 _dash_v_2
hawowsAhiwa+kara_1 hawowsAhiwa+kara_1 avasax_3 discourage_1 _discourage_v_1
hawWA_1 hawWA_1 - handle_6 _handle_n_1
hawWA_2 hawWA_2 - hand_5 _hand_n_1
hawWA_3 hawWA_3 - butt_2 _butt_n_1
hawWA_4 hawWA_4 - batten_3 _batten/NN_u_unknown
hawWA_5 hawWA_5 - handle_10 _handle_n_1
hawWI_1 hawWI_1 - handle_7 _handle_n_1
hawyA_1 hawyA_1 hawyA_1 murder_5 _murder_n_of
hawyA_2 hawyA_2 - assassination_4 _assassination_n_of
hawyA+kara_1 hawyA+kara_1 ni-Bq_1 assassinate_2 _assassinate_v_1
hawyArA_1 hawyArA_1 - murderer_5 _murderer_n_1
hawyArA_2 hawyArA_2 - assassin_5 _assassin_n_1
hawyArA_3 hawyArA_3 - murderer_6 _murderer_n_1
haxa_1 haxa_1 - limitation_3 _limitation_n_1
haxa_2 haxa_2 - limit_10 _limit_n_of
haxa_3 haxa_3 - boundary_10 _boundary_n_1
haxa_4 haxa_4 - extent_5 _extent_n_of
haya_1 haya_1 haya_1 horse_5 _horse_n_1
hayA_1 hayA_1 - shame_4 _shame_n_1
hayA_2 hayA_2 - modesty_11 _modesty_n_1
hayAwa_1 hayAwa_1 - life_11 _life_n_of
hazda_1 hazda_1 Bram_4 ramble_7 _ramble_v_1
hazda_2 hazda_2 Bram_6 wander_3 _wander_v_1
hAzka_1 hAzka_1 - bawling_1 _bawl_v_1
hAzka_2 hAzka_2 prer_3 drive_3 _drive_v_1
hAzka_3 hAzka_3 - call_13 _call_n_1
hazkAra_1 hazkAra_1 - halloo_2 _halloo/NN_u_unknown
hAzPa_1 hAzPa_1 ciwr_3 paint_5 _paint_v_1
hazPA_1 hazPA_1 Avqw_4 wind_8 _wind_v_1
hazPA+xenevAlI_1 hazPA+xenevAlI_1 - breathless_2 _breathless_a_1
hazsa_7 hazsa_7 has_1 laugh_3 _laugh_v_at
hazsA_4 hazsA_4 - cause_14 _cause_n_of
hazsa_2 hazsa_2 - deride_3 _deride/NN_u_unknown
hazsa_3 hazsa_3 upahas_1 ridicule_5 _ridicule/VB_u_unknown
hazsa_4 hazsa_4 - joke_7 _joke_n_1
hazsa_5 hazsa_5 - laugh_2 _laugh_n_1
hazsAI_1 hazsAI_1 - derision_4 _derision/NN_u_unknown
hazsAI_2 hazsAI_2 - ridicule_6 _ridicule/NN_u_unknown
hazsamuKa_1 hazsamuKa_1 - gay_8 _gay_a_1
hazsamuKa_2 hazsamuKa_2 - cheerful_10 _cheerful_a_1
hazsamuKa_3 hazsamuKa_3 - jolly_5 _jolly_a_1
hazsane+yogya_1 hazsane+yogya_1 - ludicrous_3 _ludicrous_a_for
hazsI_1 hazsI_1 - laughter_2 _laughter_n_1
hazsI_2 hazsI_2 - joke_8 _joke_n_1
hazsI_3 hazsI_3 - derision_5 _derision/NN_u_unknown
hazsI_4 hazsI_4 - ridicule_7 _ridicule/NN_u_unknown
hazsI_5 hazsI_5 - laugh_4 _laugh_n_1
hazsIKela_1 hazsIKela_1 - fun_12 _fun_n_1
hazsIKuSI_2 hazsIKuSI_2 - happiness_9 _happiness_n_1
hazsI+meM+KijA_1 hazsI+meM+KijA_1 - chaff_3 _chaff_v_1
hazsI+udZA_1 hazsI+udZA_1 has_2 jest_5 _jest_v_1
hazsiyA_1 hazsiyA_1 - sickle_2 _sickle/NN_u_unknown
hazsiyA_2 hazsiyA_2 - scythe_2 _scythe/NN_u_unknown
hazsodZa_4 hazsodZa_4 - jolly_4 _jolly_a_1
hazsodZa_2 hazsodZa_2 - humorous_8 _humorous_a_1
hazsodZa_3 hazsodZa_3 - and_130 _and_c_mod
heda_1 heda_1 - head_13 _head_n_of
hEjZA_1 hEjZA_1 - cholera_3 _cholera_n_1
hekadZI_3 hekadZI_3 - arrogance_7 _arrogance_n_1
hEkara_1 hEkara_1 - hacker_1 _hacker_n_1
hela+mela_1 hela+mela_1 - familiarity_4 _familiarity_n_1
helameta+kA+agraBAga_1 helameta+kA+agraBAga_1 - visor_2 _visor_n_1
hemaMwa_1 hemaMwa_1 gamayawi_1 winter_4 season
hEMda_1 hEMda_1 - hand_8 _hand_n_1
hEMdala_1 hEMdala_1 - handle_9 _handle_n_1
hENdabEga_1 hENdabEga_1 - purse_2 _purse_n_1
hENdasEta_1 hENdasEta_1 - handset_1 _handset_n_1
hErAna_1 hErAna_1 - surprised_3 _surprised_a_at
hErAna+kara_1 hErAna+kara_1 muh_6 bewilder_1 _bewilder_v_1
hErAnI_1 hErAnI_1 - surprise_6 _surprise_n_1
heraPera_1 heraPera_1 - change_12 _change_n_of
herA-PerI_1 herA-PerI_1 - bungling_4 _bungling/NN_u_unknown
hEsiyawa_1 hEsiyawa_1 - status_9 _status_n_of-as
hEsiyawa_2 hEsiyawa_2 - capacity_10 _capacity_n_1
hEta_1 hEta_1 - hat_2 _hat_n_1
heTI_1 heTI_1 - humiliation_14 _humiliation_n_1
hEvAna_1 hEvAna_1 - beast_4 _beast_n_1
hewu_1 hewu_1 hewu_1 motive_10 _motive_n_1
hewU_1 hewU_1 - object_10 _object_n_1
hewu_2 hewu_2 hewu_2 reason_11 _reason_n_for
hI_1 hI_1 - only_6 _only_a_1
hicaka_1 hicaka_1 - hitch_8 _hitch_n_1
hicaka_2 hicaka_2 vikLp_1 hesitate_5 _hesitate_v_1
hicakI_1 hicakI_1 - hiccup_2 _hiccup/NN_u_unknown
hicakicA_1 hicakicA_1 svaraBafgena_2 falter_4 _falter_v_1
hicakiwAhata_1 hicakiwAhata_1 - hesitation_6 _hesitation_n_1
hicakolA_1 hicakolA_1 - jolt_4 _jolt_n_1
hijadZA_1 hijadZA_1 - eunuch_3 _eunuch/NN_u_unknown
hila_1 hila_1 cal_4 move_5 _move_v_1
hilA_1 hilA_1 cal_5 move_6 _move_v_1
hila+jA_1 hila+jA_1 pracal_1 rock_8 _rock_v_1
hilAnA_1 hilAnA_1 - shake_4 _shake_n_1
hilane+vAlA+aMga_1 hilane+vAlA+aMga_1 - flipper_1 _flipper_n_1
hilawI+roSanI_1 hilawI+roSanI_1 - flare_3 _flare_n_1
hilA+xenevAlA_1 hilA+xenevAlA_1 - stir_4 _stir_n_1
hilorA_1 hilorA_1 - surge_3 _surge_n_1
hilora_1 hilora_1 - wave_11 _wave_n_of
hima+golA_1 hima+golA_1 - snowball_1 _snowball_n_1
himakRewra_1 himakRewra_1 - snowfield_1 _snowfield_n_1
himalava_1 himalava_1 - snowflake_1 _snowflake_n_1
himAnI_1 himAnI_1 - glacier_1 _glacier_n_1
himapAwa_1 himapAwa_1 - snowfall_1 _snowfall_n_1
himasaMcaya_1 himasaMcaya_1 - snowdrift_1 _snowdrift_n_1
himAyawa_1 himAyawa_1 - support_20 _support_n_of
hiMdole+meM+litA_1 hiMdole+meM+litA_1 So_1 cradle_3 _cradle_v_1
himI+varRA_1 himI+varRA_1 - sleet_1 _sleet_n_1
himmawa_1 himmawa_1 - courage_12 _courage_n_1
himmawa+hAra_1 himmawa+hAra_1 svaraBafgena_3 falter_5 _falter_v_1
himmawI_1 himmawI_1 - courageous_5 _courageous/JJ_u_unknown
hiMsA_1 hiMsA_1 - violence_4 _violence_n_1
hiMsaka_1 hiMsaka_1 - violent_10 _violent_a_1
hiMsAwmaka_1 hiMsAwmaka_1 - violent_11 _violent_a_1
hIna_1 hIna_1 hIna_2 inferior_15 _inferior_a_1
hIna_2 hIna_2 hIna_3 deficient_5 _deficient_a_1
hinahinA_1 hinahinA_1 - neigh_1 _neigh/NN_u_unknown
hInawA_1 hInawA_1 hInawA_1 inferiority_2 _inferiority_n_1
hInawA_2 hInawA_2 - deficiency_11 _deficiency_n_1
hiPZAjZawa_9 hiPZAjZawa_9 - protection_17 _protection_n_of
hIrA_1 hIrA_1 - diamond_3 _diamond_n_1
hirana_1 hirana_1 - deer_4 _deer_n_1
hiraNa_1 hiraNa_1 - deer_5 _deer_n_1
hiraNa_2 hiraNa_2 - stag_2 _stag_n_1
hirAsawa_1 hirAsawa_1 - custody_4 _custody_n_1
hisAba_1 hisAba_1 - account_13 _account_n_of
hisAba_2 hisAba_2 - arithmetic_2 _arithmetic_n_1
hisAba-kiwAba_1 hisAba-kiwAba_1 - accounts_2 _account_n_of
hisAba+kiwAba_1 hisAba+kiwAba_1 - calculation_10 _calculation_n_of
hisAba+lagA_1 hisAba+lagA_1 gaN_2 calculate_1 _calculate_v_1
hisAba+raKa_1 hisAba+raKa_1 as_7 keep_6 _keep_v_unspec
hissA_1 hissA_1 - part_13 _part_n_1
hissA_2 hissA_2 - share_9 _share_n_of
hissA+le_1 hissA+le_1 avaXA_1 attend_1 _attend_v_1
hissexAra_1 hissexAra_1 - partner_5 _partner_n_1
hissexArI_1 hissexArI_1 - partnership_7 _partnership_n_1
hita_1 hita_1 - hit_3 _hit_n_1
hItara_1 hItara_1 - heater_3 _heater_n_1
hiwa_1 hiwa_1 hiwa_3 interest_5 _interest_n_in
hiwa_2 hiwa_2 hiwa_1 good_27 _good_n_1
hiwakara_1 hiwakara_1 - beneficial_11 _beneficial_a_1
hiwERI_1 hiwERI_1 - well-wishing_3 _wish_v_1
hiwERI_2 hiwERI_2 hiwERI_1 well-wisher_3 _wisher/NN_u_unknown
ho_8 ho_8 as_3 be_2 _be_v_id
hodZa_1 hodZa_1 - competition_8 _competition_n_1
hogA_1 hogA_1 - might_2 _might_v_modal
ho-hallA_1 ho-hallA_1 - uproar_13 _uproar/NN_u_unknown
hOja_1 hOja_1 - tank_7 _tank_n_1
hOjZa_4 hOjZa_4 - tank_6 _tank_n_1
ho+kara_1 ho+kara_1 - past_14 _past_p_dir
holdara_1 holdara_1 - holder_1 _holder_n_of
hoMTa_1 hoMTa_1 - lip_6 _lip_n_1
honahAra_1 honahAra_1 - promising_2 _promising_a_1
honahAra_2 honahAra_2 - destiny_17 _destiny_n_1
honI_1 honI_1 - fate_17 _fate_n_1
hoSa_1 hoSa_1 - consciousness_11 _consciousness_n_1
hOsalA_1 hOsalA_1 - morale_3 _morale_n_1
hoSiyAra_1 hoSiyAra_1 - clever_7 _clever_a_1
hoSiyArI_1 hoSiyArI_1 - cleverness_9 _cleverness/NN_u_unknown
hostala_1 hostala_1 - hostel_3 _hostel_n_1
hotala_1 hotala_1 - hotel_1 _hotel_n_1
hotala+kA+kamarA_1 hotala+kA+kamarA_1 - suite_1 _suite_n_1
hOvA_1 hOvA_1 - bugbear_2 _bugbear/NN_u_unknown
hOxI_1 hOxI_1 - cistern_3 _cistern_n_1
hoYla_1 hoYla_1 - hall_2 _hall_n_1
hqxaya_1 hqxaya_1 - heart-rent_1 _rent_n_1
hqxaya_2 hqxaya_2 hqxaya_1 heart_9 _heart_n_1
hqxaya+meM+rakwa+vAhaka+vAlva_1 hqxaya+meM+rakwa+vAhaka+vAlva_1 - valve_3 _valve_n_1
hqxaya+vixAraka_1 hqxaya+vixAraka_1 - poignant_3 _poignant_a_1
hrahmAMda_1 hrahmAMda_1 - cosmos_1 _cosmos_n_1
hrahmAMdavixyA_1 hrahmAMdavixyA_1 - cosmology_1 _cosmology/NN_u_unknown
hUbahU_1 hUbahU_1 - and_44 _and_c_mod
hudZaxaMga_1 hudZaxaMga_1 - uproar_11 _uproar/NN_u_unknown
hujjawa_1 hujjawa_1 - objection_5 _objection_n_to
hujZUra_2 hujZUra_2 - sir_1 _sir_n_1
huka_1 huka_1 - hook_4 _hook_n_1
hukma_1 hukma_1 - order_18 _order_n_of
hukuma_1 hukuma_1 - order_17 _order_n_of
hukUmawa_1 hukUmawa_1 - rule_13 _rule_n_of
